tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy,pg_vacancy,n1_vacancy,n2_vacancy,k1_vacancy,k2_vacancy,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
"na","NT0484","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","135,SIMEI STREET 1,#01-54,520135","520135","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0544","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","137,JALAN BUKIT MERAH,#01-1380,160137","160137","www.myfirstskool.com","Within 1 Year","Immediate","Immediate","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0490","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","677,HOUGANG AVENUE 8,#01-545,530677","530677","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0190","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","248,KIM KEAT LINK,#01-53,310248","310248","www.myfirstskool.com","na","Immediate","Immediate","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","RC1805","Ar-Raudhah Mosque Kindergarten","RC","Not-for-Profit Organisation","KN","97232547","azlina@arraudhah.mosque.org.sg","30,BUKIT BATOK EAST AVENUE 2,MASJID AR-RAUDHAH,659919","659919","na","na","na","na","na","na","na","Halal Food With No Beef (with Certification from MUIS)","Malay|Others: Arabic","No","08:00-16:30","na","na","No","Yes","Yes","No","2020-12-22","na"
"na","PT8924","LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.","PT","Private Operators","CC","68750887","tracy.ong@littlefootprints.com.sg","1,CHOA CHU KANG GROVE,#01-02,ITE COLLEGE WEST,688236","688236","www.littlefootprints.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","na","No","No","Yes","Yes","2020-12-22","na"
"na","PT9229","MINDCHAMPS CHINESE PRESCHOOL@TAMPINES CENTRAL PRIVATE LIMITED","PT","Private Operators","CC","64932259","waimuntoh@mindchamps.org","3,TAMPINES CENTRAL 1,#03-01,TAMPINES PLAZA 1,529540","529540","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","Yes","Yes","Yes","2020-12-22","na"
"na","PT9017","Little Footprints Preschool Pte Ltd","PT","Private Operators","CC","67698789","melissa.ong@littlefootprints.edu.sg","533,CHOA CHU KANG STREET 51,#02-01,680533","680533","www.littlefootprints.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-12-22","na"
"na","RC1885","Far Eastern Kindergarten","RC","Not-for-Profit Organisation","KN","62513676","fek_edu@singnet.com.sg","9A,GILSTEAD ROAD,309063","309063","https://www.lifebpc.com/fekedu/","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","08:00-15:00","na","na","No","Yes","Yes","No","2020-12-22","na"
"TP0122","NT0580","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","EYC","66349989","INFO@MYFIRSTSKOOL.COM","2,PUNGGOL DRIVE,828803","828803","www.myfirstskool.com","More than 1 Year","More than 1 Year","Immediate","Immediate","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","EB0001","E-BRIDGE PRE-SCHOOL PTE. LTD.","EB","E-Bridge Pre-school Pte. Ltd.","CC","64892141","rivervale116@e-bridge.edu.sg","116A,RIVERVALE DRIVE,#01-08,541116","541116","www.e-bridge.edu.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0560","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","524C,PASIR RIS STREET 51,#02-593,513524","513524","na","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0557","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","312C,SUMANG LINK,#01-163,823312","823312","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","Halal Food With No Beef (with Certification from MUIS)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0543","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","208B,PUNGGOL PLACE,#01-924,822208","822208","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0559","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","678,WOODLANDS AVENUE 6,#02-724,730678","730678","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0533","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","656C,JURONG WEST STREET 61,#01-313,643656","643656","www.myfirstskool.com/","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0530","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","134,POTONG PASIR AVENUE 3,#01-180,350134","350134","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0507","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","183,EDGEFIELD PLAINS,#B1-266,820183","820183","www.myfirstskool.com","Within 1 Year","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0504","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","18A,HOLLAND DRIVE,#01-457,272018","272018","www.myfirstskool.com","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0506","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","19,JALAN SULTAN,#01-180,190019","190019","www.myfirstskool.com","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0497","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","63,TELOK BLANGAH HEIGHTS,#01-219,100063","100063","www.myfirstskool.com","More than 1 Year","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0498","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","306,SERANGOON AVENUE 2,#01-58,550306","550306","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0240","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","140,SERANGOON NORTH AVE 2,#01-34,550140","550140","www.myfirstskool.com","na","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","NT0200","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","235,BUKIT PANJANG RING ROAD,#02-33,670235","670235","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-22","na"
"na","PT9538","WHITE LODGE, UPPER BUKIT TIMAH PTE. LTD.","PT","Private Operators","CC","63145481","UBT@WHITELODGE.EDU.SG","1,JALAN SIAP,FUYONG ESTATE,678541","678541","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (from Non-Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-12-22","na"
"na","PT9071","KIDDIWINKIE SCHOOLHOUSE @ NOVENA PTE. LTD.","PT","Private Operators","CC","63550555","tricia.chua@kiddiwinkie.edu.sg","1,NOVENA TERRACE,307903","307903","www.kiddiwinkie.com.sg","na","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","Immediate","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-12-21","na"
"na","PT8539","LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.","PT","Private Operators","CC","67910542","jaslyn.teo@littlefootprints.edu.sg","721,JURONG WEST AVENUE 5,#01-110,640721","640721","www.littlefootprints.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:30","07:00-14:00","na","No","No","Yes","No","2020-12-21","na"
"na","ST0076","PCF SPARKLETOTS PRESCHOOL @ CHANGI-SIMEI BLK 233 (CC)","ST","PAP Community Foundation","CC","67884542","CH.CC.233@pcf.org.sg","233,SIMEI STREET 4,#01-148,520233","520233","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","YM0188","MY WORLD PRESCHOOL LTD","YM","MY World Preschool Ltd","CC","69884549","cctmp.greenview@myworld.org.sg","613,TAMPINES NORTH DRIVE 1,#01-21,520613","520613","www.myworld.org.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-12-21","na"
"na","ST0326","PCF Sparkletots Preschool @ Zhenghua Blk 620 (KN)","ST","PAP Community Foundation","KN","63104620","ZH.KN.620@pcf.org.sg","620,Bukit Panjang Ring Road,#01-828,670620","670620","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","08:00-17:00","na","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0582","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","997,BUANGKOK CRESCENT,#01-01,MULTI STOREY CAR PARK,530997","530997","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0474","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","347,WOODLANDS AVENUE 3,#01-109,730347","730347","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0450","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","308C,ANCHORVALE ROAD,#01-26,543308","543308","www.myfirstskool.com","Within 1 Year","Immediate","Immediate","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0579","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","684A,CHOA CHU KANG CRESCENT,#01-308,681684","681684","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0578","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","785E,WOODLANDS RISE,#02-01,735785","735785","www.myfirstskool.com","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","PT8935","STAR LEARNERS @ TANJONG PAGAR PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","1,TANJONG PAGAR PLAZA,#02-01A,082001","082001","na","Immediate","More than 1 Year","Immediate","Immediate","More than 1 Year","Immediate","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"TP0106","NT0572","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","509B,YISHUN AVENUE 4,#01-20,ANGSANA BREEZE @ YISHUN,762509","762509","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0518","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","505,YUNG AN ROAD,618616","618616","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0591","My First Skool","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","438,BUKIT BATOK WEST AVENUE 8,#01-02,650438","650438","na","More than 1 Year","More than 1 Year","More than 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
"na","NT0516","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","10,BOON LAY PLACE,#04-01,BOON LAY COMMUNITY CENTRE,649882","649882","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-21","na"
